event_name,group_name,attendees,category,venue_event_link,event_street,Google_Map_Link,event_lat,event_lng,address,city_id
Tacos & Trivia,CNY Craft Beer Society,1,Food & Drink,https://www.meetup.com/cnycraftbeersociety/events/275897397,881 Van Rensselaer St,https://www.google.com/maps/search/api=1&query=Buried+Acorn+Brewing+Company%2C+881+Van+Rensselaer+St%2C+Syracuse%2C+NY%2C+13204%2C+us&query_place_id=ChIJUTtvv9Tz2YkRhneTbRT-1mk,43.063302,-76.17335,"881 Van Rensselaer St Syracuse, NY",163
New Year's Party... 2021,Explore Syracuse,6,Social,https://www.meetup.com/explore-syracuse/events/275496665,415 S. Clinton St,https://www.google.com/maps/search/api=1&query=43.047570%2C-76.153400,43.047821,-76.153643,"415 S. Clinton St Syracuse, NY",163
Craft Beer Meet and Greet: The Evergreen,Salt City Collective,1,Social,https://www.meetup.com/Salt-City-Collective/events/275855838,125 East Water Street,https://www.google.com/maps/search/api=1&query=43.050720%2C-76.151253,43.0502951,-76.14947629999998,"125 East Water Street Syracuse, NY",163
Toastmasters Good Morning Syracuse Weekly Rendezvous - NOW ONLINE!,Good Morning Syracuse Toastmasters Meetup,4,Career & Business,https://www.meetup.com/Good-Morning-Syracuse-Toastmasters-Meetup/events/275885064,235 Harrison Street,https://www.google.com/maps/search/api=1&query=43.044697%2C-76.149933,43.0445888,-76.1499365,"235 Harrison Street Syracuse, NY",163
Destination Writing,Meetups @ Coworking spaces in Syracuse,2,Career & Business,https://www.meetup.com/SyracuseCoWorks/events/275895007,TBD,https://www.google.com/maps/search/api=1&query=TBD%2C+Syracuse%2C+NY%2C+us,43.0481221,-76.1474244,"TBD Syracuse, NY",163
Weekend Rock Climbing Partnering and Carpooling Gunks/Daks/West Point/NE,Rock & Ice,1,Outdoors & Adventure,https://www.meetup.com/Rock-n-Ice/events/275823610,44 Main St,https://www.google.com/maps/search/api=1&query=44+Main+St%2C+New+Paltz%2C+NY%2C+12561%2C+us,41.7464972,-74.08448940000002,"44 Main St New Paltz, NY",139
New Family Workshop,Hudson Valley Due Date Club,1,Family,https://www.meetup.com/HudsonValleyDueDateClub/events/275897107,3 Paradies Lane,https://www.google.com/maps/search/api=1&query=3+Paradies+Lane%2C+New+Paltz%2C+NY%2C+us,41.740776,-74.057913,"3 Paradies Lane New Paltz, NY",139
Come with comfortable clothes and flat shoes (or warm socks),Community Tai Chi,1,Health & Wellness,https://www.meetup.com/Community-Tai-Chi-Poughkeepsie/events/275873552,485 Main St,https://www.google.com/maps/search/api=1&query=41.701485%2C-73.919640,41.7065539,-73.9283672,"485 Main St Poughkeepsie, NY",149
 An In-Depth Look at John's Gospel,Hudson Valley Independent Catholics,1,Beliefs,https://www.meetup.com/Hudson-Valley-Independent-Catholics/events/275874973,1491 U.S. 9,https://www.google.com/maps/search/api=1&query=1491+U.S.+9%2C+Wappingers+Falls%2C+ny%2C+12590%2C+us,41.5965635,-73.9112103,"1491 U.S. 9 Wappingers Falls, NY",170
Hope to see you at the Virtual Arts & Community Action meet-up!,Poughkeepsie Arts and Community Action Meetup,2,Arts,https://www.meetup.com/Poughkeepsie-Arts-Community-Action-Meetup/events/275896097,330 Main St,https://www.google.com/maps/search/api=1&query=41.702839%2C-73.926224,41.7065539,-73.9283672,"330 Main St Poughkeepsie, NY",149
GRAND CONCOURSE - County Players Theatre ,All the World's a Stage!,8,Arts,https://www.meetup.com/AlltheWorldsAstage/events/269317627,2681 W. Main St,https://www.google.com/maps/search/api=1&query=41.599796%2C-73.920790,41.5965635,-73.9112103,"2681 W. Main St Wappingers Falls, NY",170
The Night Portrait By Laura Morelli,Pleasant Valley Book Club,3,Book Clubs,https://www.meetup.com/Pleasant-Valley-Book-Club/events/274851163,10100 Brookside Rd,https://www.google.com/maps/search/api=1&query=Brookside+Meadows+Luxury+Rental+Community%2C+10100+Brookside+Rd%2C+Pleasant+Valley%2C+NY%2C+12569%2C+us&query_place_id=ChIJL-aOQnEO5okRNx5AADHld88,41.7445382,-73.8212439,"10100 Brookside Rd Pleasant Valley, NY",146
"Poughkeepsie, NY: Arlington Rotary TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,1,Career & Business,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275842175,3399 North Rd,https://www.google.com/maps/search/api=1&query=41.722561%2C-73.932465,41.7065539,-73.9283672,"3399 North Rd Poughkeepsie, NY",149
Hack Night,ApolloMeteorNYC,3,Tech,https://www.meetup.com/ApolloMeteorNYC/events/275918194,Google Hangouts,https://www.google.com/maps/search/api=1&query=Google+Hangouts%2C+New+York%2C+NY%2C+us,43.045521,-77.306253,"Google Hangouts New York, NY",140
Monday happy hour,NYC Mesh,8,Tech,https://www.meetup.com/nycmesh/events/275737013,Online,https://www.google.com/maps/search/api=1&query=40.804291%2C-73.936401,40.6988321,-73.9946772,"Online Online, NY",144
"TaijiFit-Easy, Follow Along Group Tai Chi Class",The Westchester Tai Chi Meetup Group,2,Health & Wellness,https://www.meetup.com/taichi-118/events/275874395,"101 Pondfield Road West, 2nd Floor",https://www.google.com/maps/search/api=1&query=40.945080%2C-73.843002,44.535024,-75.65379200000002,"101 Pondfield Road West, 2nd Floor Bronxville, NY",108
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,Learning,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave Teaneck, NJ",84
   Fort Tryon,The 4th Ave Brooklyn Russian Language Meetup Group,8,Language & Culture,https://www.meetup.com/Russian-Brooklyn/events/275753024,805 Ft. Washington Ave Margaret Corbin Circle,https://www.google.com/maps/search/api=1&query=805+Ft.+Washington+Ave%2C+New+York%2C+NY%2C+10040%2C+us,40.86294,-73.932739,"805 Ft. Washington Ave Margaret Corbin Circle New York, NY",140
Westchester Choral Artists,Westchester Choral Artists,1,Music,https://www.meetup.com/meetup-group-cNnMqDAv/events/275920235,8 Main St,https://www.google.com/maps/search/api=1&query=Upstream+Gallery%2C+8+Main+St%2C+Hastings-On-Hudson%2C+NY%2C+10706%2C+us&query_place_id=ChIJuf4Dm_PswokRuYKvzTGBAus,40.9946622,-73.8785922,"8 Main St Hastings-On-Hudson, NY",122
VIRTUAL: One Voice: HIV/AIDS Peer Support Group,The LOFT,1,LGBTQ,https://www.meetup.com/theloftlgbtq-center/events/275566888,252 Bryant Avenue,https://www.google.com/maps/search/api=1&query=41.021423%2C-73.745840,41.021412,-73.746124,"252 Bryant Avenue White Plains, NY",173
Gozar Salsa Saturday Party,New Jersey Salsa Parties,1,Dance,https://www.meetup.com/New-Jersey-Salsa-Parties/events/275807218,41 NJ-4,https://www.google.com/maps/search/api=1&query=Firewaters+Saloon+Hackensack%2C+41+NJ-4%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJaYzI6nX6wokRd44xMXNGX5w,40.8871438,-74.0410865,"41 NJ-4 Hackensack, NJ",28
Winter Hike Series: Old Croton Aqueduct Trail ,PLACES NYC,62,Social,https://www.meetup.com/placesnyc/events/275468145,Old Croton Aqueduct Trail,https://www.google.com/maps/search/api=1&query=Old+Croton+Aqueduct+Trail%2C+Old+Croton+Aqueduct+Trail%2C+Yonkers%2C+NY%2C+10705%2C+us&query_place_id=EitPbGQgQ3JvdG9uIEFxdWVkdWN0IFRyYWlsLCBZb25rZXJzLCBOWSwgVVNBIi4qLAoUChIJZxnfdfHywokR685LYUXbCNASFAoSCaGvQwkIwMKJEaLa2KSEc5a-,40.9418594,-73.89545720000002,"Old Croton Aqueduct Trail Yonkers, NY",175
Friday Parties @ DL Rooftop/ Slate/Vnyl,Singles NYC International,3,Social,https://www.meetup.com/Singles-NYC-International/events/275473516,95 Delancey Street (On the corner of Delancey & Ludlow),https://www.google.com/maps/search/api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY%2C+us,40.71871,-73.989236,"95 Delancey Street (On the corner of Delancey & Ludlow) New York, NY",140
NYC Active Singles  Westchester  healthy walk,New York City  Active  Singles meetup Meetup  Group,32,Social,https://www.meetup.com/New-York-City-Couchsurfing-Meetup-Group/events/272601227,198 Central Avenue,https://www.google.com/maps/search/api=1&query=198+Central+Avenue%2C+White+Plains%2C+NY%2C+10606%2C+us,41.0339862,-73.76290970000002,"198 Central Avenue White Plains, NY",173
"Urban Exploration (Lower Manhattan, Brooklyn Bridge and Dumbo ",Gilligan's Adventures,26,Social,https://www.meetup.com/GilligansAdventures/events/275885441,300 Bergen Town Center,https://www.google.com/maps/search/api=1&query=40.914055%2C-74.057270,40.978209,-74.051509,"300 Bergen Town Center Paramus, NJ",64
Event Organizers Wanted!,NYC Networking & Social Events!,1,Social,https://www.meetup.com/Networking-parties/events/275875425,TBA,https://www.google.com/maps/search/api=1&query=40.812218%2C-73.950676,40.7111986,-73.96637729999998,"TBA NYC, NY",138
"Bronx River Vinecut this Sunday, 1/24 from 1-3pm Fisher Lane North White Plains",Vinecutters (Westchester County),6,Career & Business,https://www.meetup.com/westchester-vinecutters/events/275822921,Fisher Lane,https://www.google.com/maps/search/api=1&query=41.053730%2C-73.773224,41.0532369,-73.7699473,"Fisher Lane North White Plains, NY",142
Westchester Toastmasters Meetings,Westchester Toastmasters,1,Career & Business,https://www.meetup.com/meetup-group-EntkSMxo/events/275875083,350 Main St,https://www.google.com/maps/search/api=1&query=350+Main+St%2C+350+Main+St%2C+White+Plains%2C+NY%2C+10601%2C+us&query_place_id=ChIJ1x_AiC2UwokROGKZXoa7Hl4,41.0339862,-73.76290970000002,"350 Main St White Plains, NY",173
WE ARE MEETING VIRTUALLY! Mahopac Chapter - Master Networks  Thursday AM,NY Master Networks,2,Career & Business,https://www.meetup.com/Master-Networks-New-York-Western-CT-Region/events/275907918,Room,https://www.google.com/maps/search/api=1&query=41.062817%2C-73.843842,39.5708719,2.6370851,"Room Westchester County, NY",172
Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,1,Career & Business,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275884662,92 West Pleasant Avenue,https://www.google.com/maps/search/api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us,40.905291,-74.06370600000002,"92 West Pleasant Avenue Maywood, NJ",45
Zen Meditation,The Three Jewels Zen Buddhist Meetup,1,Beliefs,https://www.meetup.com/Binghamton-Zen-Buddhism-Meetup/events/275918736,30 Main Street,https://www.google.com/maps/search/api=1&query=30+Main+Street%2C+Binghamton%2C+NY%2C+13905%2C+us,42.096968,-75.91434100000002,"30 Main Street Binghamton, NY",105
"OCA, Dobbs Ferry To Yonkers ",Shorewalkers,23,Outdoors & Adventure,https://www.meetup.com/shorewalkers-members-only/events/275845502,Dobbs Ferry Train Station,https://www.google.com/maps/search/api=1&query=Dobbs+Ferry+Train+Station%2C+Dobbs+Ferry%2C+NY%2C+23320%2C+us,41.01153400000001,-73.87956700000002,"Dobbs Ferry Train Station Dobbs Ferry, NY",116
Hack Night,ApolloMeteorNYC,3,Tech,https://www.meetup.com/ApolloMeteorNYC/events/275918194,Google Hangouts,https://www.google.com/maps/search/api=1&query=Google+Hangouts%2C+New+York%2C+NY%2C+us,43.045521,-77.306253,"Google Hangouts New York, NY",140
Winchester Wednesdays,Pioneer Shooting Center / RT Smoke-n-Guns,2,Sports & Fitness,https://www.meetup.com/Pioneer-Shooting-Center-RT-Smoke-n-Guns/events/275895020,2 South Sixth Avenue,https://www.google.com/maps/search/api=1&query=2+South+Sixth+Avenue%2C+Mount+Vernon%2C+NY%2C+us,40.911145,-73.83895600000002,"2 South Sixth Avenue Mount Vernon, NY",136
Beach Volleyball Downtown Monday,Volleyball NYC,1,Sports & Fitness,https://www.meetup.com/meetup-group-HrEHXOPJ/events/275853436,Pier 25 Hudson River Greenway,https://www.google.com/maps/search/api=1&query=Pier+25+Hudson+River+Greenway%2C+New+York%2C+NY%2C+us,40.7461415,-74.0082847,"Pier 25 Hudson River Greenway New York, NY",140
For weekly games visit: https://www.meetup.com/NYC-Soccer-Pickup/,NYC SOCCER TOURNAMENTS AND LEAGUES,5,Sports & Fitness,https://www.meetup.com/NewYorkSoccer/events/275824798,New York. ,https://www.google.com/maps/search/api=1&query=New+York.+%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152,"New York.  New York, NY",140
The Truth About Covid 19 Vaccines and Health Freedom,"Queens Libertarians (Founded October 6, 1994)",1,Movements,https://www.meetup.com/QueensLibertarians/events/275753509,150-11 14th Avenue,https://www.google.com/maps/search/api=1&query=40.789234%2C-73.813416,40.7883333,-73.815,"150-11 14th Avenue WHITESTONE, NY",169
VIRTUAL: One Voice: HIV/AIDS Peer Support Group,The LOFT,1,LGBTQ,https://www.meetup.com/theloftlgbtq-center/events/275566888,252 Bryant Avenue,https://www.google.com/maps/search/api=1&query=41.021423%2C-73.745840,41.021412,-73.746124,"252 Bryant Avenue White Plains, NY",173
Winter Hike Series: Old Croton Aqueduct Trail ,PLACES NYC,62,Social,https://www.meetup.com/placesnyc/events/275468145,Old Croton Aqueduct Trail,https://www.google.com/maps/search/api=1&query=Old+Croton+Aqueduct+Trail%2C+Old+Croton+Aqueduct+Trail%2C+Yonkers%2C+NY%2C+10705%2C+us&query_place_id=EitPbGQgQ3JvdG9uIEFxdWVkdWN0IFRyYWlsLCBZb25rZXJzLCBOWSwgVVNBIi4qLAoUChIJZxnfdfHywokR685LYUXbCNASFAoSCaGvQwkIwMKJEaLa2KSEc5a-,40.9418594,-73.89545720000002,"Old Croton Aqueduct Trail Yonkers, NY",175
NYC Active Singles  Westchester  healthy walk,New York City  Active  Singles meetup Meetup  Group,32,Social,https://www.meetup.com/New-York-City-Couchsurfing-Meetup-Group/events/272601227,198 Central Avenue,https://www.google.com/maps/search/api=1&query=198+Central+Avenue%2C+White+Plains%2C+NY%2C+10606%2C+us,41.0339862,-73.76290970000002,"198 Central Avenue White Plains, NY",173
Friday Parties @ DL Rooftop/ Slate/Vnyl,Singles NYC International,3,Social,https://www.meetup.com/Singles-NYC-International/events/275473516,95 Delancey Street (On the corner of Delancey & Ludlow),https://www.google.com/maps/search/api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY%2C+us,40.71871,-73.989236,"95 Delancey Street (On the corner of Delancey & Ludlow) New York, NY",140
"Bronx River Vinecut this Sunday, 1/24 from 1-3pm Fisher Lane North White Plains",Vinecutters (Westchester County),6,Career & Business,https://www.meetup.com/westchester-vinecutters/events/275822921,Fisher Lane,https://www.google.com/maps/search/api=1&query=41.053730%2C-73.773224,41.0532369,-73.7699473,"Fisher Lane North White Plains, NY",142
Westchester Toastmasters Meetings,Westchester Toastmasters,1,Career & Business,https://www.meetup.com/meetup-group-EntkSMxo/events/275875083,350 Main St,https://www.google.com/maps/search/api=1&query=350+Main+St%2C+350+Main+St%2C+White+Plains%2C+NY%2C+10601%2C+us&query_place_id=ChIJ1x_AiC2UwokROGKZXoa7Hl4,41.0339862,-73.76290970000002,"350 Main St White Plains, NY",173
LA VOZ LATINA TOASTMASTERS CLUB,La Voz Latina Toastmasters Club,1,Career & Business,https://www.meetup.com/LA-VOZ-LATINA-TOASTMASTERS-CLUB/events/275897526,19 Smith Street church is next to parking lot off westchester avenue,https://www.google.com/maps/search/api=1&query=19+Smith+Street%2C+Port+Chester%2C+NY%2C+10573%2C+us,40.999736,-73.661342,"19 Smith Street church is next to parking lot off westchester avenue Port Chester, NY",148
NEW TIME - We are meeting virtually  White Plains Thurs am Master Networks 7am,NY Master Networks,1,Career & Business,https://www.meetup.com/Master-Networks-New-York-Western-CT-Region/events/275906457,777 Westchester Ave Ground Floor,https://www.google.com/maps/search/api=1&query=41.033985%2C-73.762909,41.0256529,-73.8270782,"777 Westchester Ave Ground Floor White Plains, NY",173
Ice Skating Ballston Lake,Capital District Kayakers and Paddlers,2,Outdoors & Adventure,https://www.meetup.com/Capital-District-Kayakers/events/275804822,Outlet Rd,https://www.google.com/maps/search/api=1&query=42.956944%2C-73.848206,42.9565471,-73.8470926,"Outlet Rd Ballston, NY",102
Open Rehearsal:  Saratoga Soundtrack Chorus,A Cappella Singers and Vocalists of Upstate NY,1,Music,https://www.meetup.com/ACappellaSingersofUpstateNY/events/275854160,50 Pine Rd,https://www.google.com/maps/search/api=1&query=50+Pine+Rd%2C+Saratoga+Springs%2C+NY%2C+us,43.08217929999999,-73.7853915,"50 Pine Rd Saratoga Springs, NY",154
"Malta, NY: Thorobred TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,1,Career & Business,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275853563,2911 State Highway 9,https://www.google.com/maps/search/api=1&query=43.017357%2C-73.789696,42.9711708,-73.792926,"2911 State Highway 9 Malta, NY",132
Hack Night,ApolloMeteorNYC,3,Tech,https://www.meetup.com/ApolloMeteorNYC/events/275918194,Google Hangouts,https://www.google.com/maps/search/api=1&query=Google+Hangouts%2C+New+York%2C+NY%2C+us,43.045521,-77.306253,"Google Hangouts New York, NY",140
Monday happy hour,NYC Mesh,8,Tech,https://www.meetup.com/nycmesh/events/275737013,Online,https://www.google.com/maps/search/api=1&query=40.804291%2C-73.936401,40.6988321,-73.9946772,"Online Online, NY",144
"TaijiFit-Easy, Follow Along Group Tai Chi Class",The Westchester Tai Chi Meetup Group,2,Health & Wellness,https://www.meetup.com/taichi-118/events/275874395,"101 Pondfield Road West, 2nd Floor",https://www.google.com/maps/search/api=1&query=40.945080%2C-73.843002,44.535024,-75.65379200000002,"101 Pondfield Road West, 2nd Floor Bronxville, NY",108
"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",The LoveMaze Date Nights,1,Health & Wellness,https://www.meetup.com/LoveMaze/events/275894183,Morningside Dr,https://www.google.com/maps/search/api=1&query=40.806072%2C-73.958540,42.719382,-73.936503,"Morningside Dr New York, NY",140
Winchester Wednesdays,Pioneer Shooting Center / RT Smoke-n-Guns,2,Sports & Fitness,https://www.meetup.com/Pioneer-Shooting-Center-RT-Smoke-n-Guns/events/275895020,2 South Sixth Avenue,https://www.google.com/maps/search/api=1&query=2+South+Sixth+Avenue%2C+Mount+Vernon%2C+NY%2C+us,40.911145,-73.83895600000002,"2 South Sixth Avenue Mount Vernon, NY",136
Beach Volleyball Downtown Monday,Volleyball NYC,1,Sports & Fitness,https://www.meetup.com/meetup-group-HrEHXOPJ/events/275853436,Pier 25 Hudson River Greenway,https://www.google.com/maps/search/api=1&query=Pier+25+Hudson+River+Greenway%2C+New+York%2C+NY%2C+us,40.7461415,-74.0082847,"Pier 25 Hudson River Greenway New York, NY",140
HHRG Lighthouse Run,Hamilton Heights Running Group (HHRG),1,Sports & Fitness,https://www.meetup.com/Hamilton-Heights-Running-Group/events/275862739,Northwest Corner,https://www.google.com/maps/search/api=1&query=40.828545%2C-73.945389,40.7108545,-73.79325250000002,"Northwest Corner New York, NY",140
"Indoor Badminton in NYBC, Flushing, Queens",Brooklyn Outdoor Badminton,6,Sports & Fitness,https://www.meetup.com/Brooklyn-Outdoor-Badminton/events/275547294,"132-68 34th Avenue, New York, NY 11354",https://www.google.com/maps/search/api=1&query=132-68+34th+Avenue%2C+New+York%2C+NY+11354%2C+New+York%2C+NY%2C+11354%2C+us,40.765496,-73.835237,"132-68 34th Avenue, New York, NY 11354 New York, NY",140
For weekly games visit: https://www.meetup.com/NYC-Soccer-Pickup/,NYC SOCCER TOURNAMENTS AND LEAGUES,5,Sports & Fitness,https://www.meetup.com/NewYorkSoccer/events/275824798,New York. ,https://www.google.com/maps/search/api=1&query=New+York.+%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152,"New York.  New York, NY",140
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,Learning,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave Teaneck, NJ",84
"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",Romantic Food+Cooking+Drink+Art,1,Food & Drink,https://www.meetup.com/Romantic-Cooking-Club/events/275895104,Morningside Dr,https://www.google.com/maps/search/api=1&query=40.806072%2C-73.958540,42.719382,-73.936503,"Morningside Dr New York, NY",140
Bronx Toastmasters meeting in Riverdale! www.bronxtoastmastersclub.org,Bronx Toastmasters Club of Riverdale Meetup,3,Writing,https://www.meetup.com/Bronx-Toastmasters-Club-of-Riverdale-Meetup/events/274795587,5521 Mosholu Avenue ,https://www.google.com/maps/search/api=1&query=40.903484%2C-73.903860,40.90056,-73.90639,"5521 Mosholu Avenue  Riverdale, Bronx, NY",151
   Fort Tryon,The 4th Ave Brooklyn Russian Language Meetup Group,8,Language & Culture,https://www.meetup.com/Russian-Brooklyn/events/275753024,805 Ft. Washington Ave Margaret Corbin Circle,https://www.google.com/maps/search/api=1&query=805+Ft.+Washington+Ave%2C+New+York%2C+NY%2C+10040%2C+us,40.86294,-73.932739,"805 Ft. Washington Ave Margaret Corbin Circle New York, NY",140
Westchester Choral Artists,Westchester Choral Artists,1,Music,https://www.meetup.com/meetup-group-cNnMqDAv/events/275920235,8 Main St,https://www.google.com/maps/search/api=1&query=Upstream+Gallery%2C+8+Main+St%2C+Hastings-On-Hudson%2C+NY%2C+10706%2C+us&query_place_id=ChIJuf4Dm_PswokRuYKvzTGBAus,40.9946622,-73.8785922,"8 Main St Hastings-On-Hudson, NY",122
Unique Art,Artists Meetup,2,Music,https://www.meetup.com/Artists-Meetup/events/275865117,158 E. 115th Street,https://www.google.com/maps/search/api=1&query=40.797600%2C-73.941902,40.79776500000001,-73.94195500000002,"158 E. 115th Street New York, NY",140
The Truth About Covid 19 Vaccines and Health Freedom,"Queens Libertarians (Founded October 6, 1994)",1,Movements,https://www.meetup.com/QueensLibertarians/events/275753509,150-11 14th Avenue,https://www.google.com/maps/search/api=1&query=40.789234%2C-73.813416,40.7883333,-73.815,"150-11 14th Avenue WHITESTONE, NY",169
Brunch @Blvd Bistro,KINGZ,5,LGBTQ,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,2149 Frederick Douglass Blvd,https://www.google.com/maps/search/api=1&query=2149+Frederick+Douglass+Blvd%2C+New+York+%2C+NY%2C+10026%2C+us,40.80429829999999,-73.9556901,"2149 Frederick Douglass Blvd New York , NY",141
VIRTUAL: One Voice: HIV/AIDS Peer Support Group,The LOFT,1,LGBTQ,https://www.meetup.com/theloftlgbtq-center/events/275566888,252 Bryant Avenue,https://www.google.com/maps/search/api=1&query=41.021423%2C-73.745840,41.021412,-73.746124,"252 Bryant Avenue White Plains, NY",173
