,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link
29,NJ,Newark,Outdoors & Adventure,GV Hoboken Climbing Session,Hudson County Indoor Rock Climbing,3,40.7245,-74.1725,282011,https://www.meetup.com/hudson-county-indoor-rock-climbing/events/275892333,NJ,Hoboken ,1423 Clinton Street ,https://www.google.com/maps/search/?api=1&query=40.754820%2C-74.030050
30,NJ,Newark,Outdoors & Adventure,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,40.7245,-74.1725,282011,https://www.meetup.com/outdooradventuresports/events/275895919,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/?api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us
31,NJ,Newark,Outdoors & Adventure,Eagle Rock Reservation bring a newbie beginner 4-5 miles,Trail Shrinks,32,40.7245,-74.1725,282011,https://www.meetup.com/trailshrinks/events/275798719,NJ,West Orange,Crest Dr,https://www.google.com/maps/search/?api=1&query=40.810840%2C-74.234490
32,NJ,Newark,Outdoors & Adventure,Volunteer Trip - Paddle North - 6 mile round trip,Hoboken Cove Community Boathouse,3,40.7245,-74.1725,282011,https://www.meetup.com/Hoboken-Cove-Community-Boathouse/events/275865290,NJ,Hoboken,Frank Sinatra Dr,https://www.google.com/maps/search/?api=1&query=40.748386%2C-74.024025
34,NJ,Newark,Outdoors & Adventure,Monthly meeting and Trip planning,New York Caving Meetup Group,6,40.7245,-74.1725,282011,https://www.meetup.com/New-York-Cavers/events/275376807,NY,New York,  569 Hudson St,https://www.google.com/maps/search/?api=1&query=40.735905%2C-74.006180
35,NJ,Newark,Outdoors & Adventure,Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",2,40.7245,-74.1725,282011,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/?api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us
36,NJ,Newark,Outdoors & Adventure,Private Social Distancing NYC Subways & Stations History Tour,SINGLES TRAVEL AND ADVENTURE!,1,40.7245,-74.1725,282011,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275555362,NY,New York,"416 8th ave, Corner of 31st",https://www.google.com/maps/search/?api=1&query=40.750084%2C-73.994670
39,NJ,Newark,Family,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.7245,-74.1725,282011,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
40,NJ,Newark,Family,Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,40.7245,-74.1725,282011,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
41,NJ,Newark,Family,My Gym Little Bundles Classes,JCFamilies,1,40.7245,-74.1725,282011,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo
44,NJ,Newark,Learning,Jolly January,Humorous Toastmasters,3,40.7245,-74.1725,282011,https://www.meetup.com/Toastmasters-New-York/events/275917096,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us
45,NJ,Newark,Learning,ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US?,Cafe Philo New York,2,40.7245,-74.1725,282011,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,NY,New York,10 South William St,https://www.google.com/maps/search/?api=1&query=40.704727%2C-74.010640
46,NJ,Newark,Photography,"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,40.7245,-74.1725,282011,https://www.meetup.com/photography-classes-nyc/events/274851102,NY,New York,51 W 14th St #3r,https://www.google.com/maps/search/?api=1&query=40.737290%2C-73.995834
48,NJ,Newark,Writing,The Cornwall Writers' Circle,The Cornwall Writers Circle,4,40.7245,-74.1725,282011,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275886062,NY,New York,See Description Box for,https://www.google.com/maps/search/?api=1&query=40.742947%2C-73.984604
49,NJ,Newark,Writing,Writing Workshop,Panera Collective -- Novel Writing Workshop,1,40.7245,-74.1725,282011,https://www.meetup.com/Panera-Collective/events/275831786,NY,Brooklyn,345 Adams St.,https://www.google.com/maps/search/?api=1&query=40.692776%2C-73.988472
50,NJ,Newark,Writing,Shut Up & Write!® East Village/Lower East Side,Shut Up & Write!® NYC,1,40.7245,-74.1725,282011,https://www.meetup.com/shutupandwriteNYC/events/275919961,NY,New York,26 1st Avenue,https://www.google.com/maps/search/?api=1&query=40.723694%2C-73.987831
52,NJ,Newark,Movements,Regular Meeting,Alternative Banking Group - Occupy Wall Street of NYC,2,40.7245,-74.1725,282011,https://www.meetup.com/Alternative-Banking-Group-Occupy-Wall-Street-of-NYC/events/275790758,NY,New York,Cyberspace,https://www.google.com/maps/search/?api=1&query=Cyberspace%2C+New+York%2C+ny%2C+10001%2C+us
53,NJ,Newark,Movements,Rise and Resist Meeting,Rise and Resist,1,40.7245,-74.1725,282011,https://www.meetup.com/rise-and-resist/events/275876132,NY,Brooklyn,320 West 37th Street,https://www.google.com/maps/search/?api=1&query=320+West+37th+Street%2C+Brooklyn%2C+ny%2C+10018%2C+us
54,NJ,Newark,Movements,"Dismantle Patriarchy Art Contest for Students, deadline 2/28/21",Radical Feminist Activists,1,40.7245,-74.1725,282011,https://www.meetup.com/RadFemActivists/events/274910866,NY,New York,New York,https://www.google.com/maps/search/?api=1&query=New+York%2C+New+York%2C+ny%2C+10001%2C+us
55,NJ,Newark,Movements,"Volunteer with 10,000 PB&Js",Volunteer NYC,2,40.7245,-74.1725,282011,https://www.meetup.com/volunteernyc/events/275837257,NY,New York,32nd Street and 7th Avenue,https://www.google.com/maps/search/?api=1&query=32nd+Street+and+7th+Avenue%2C+New+York%2C+NY%2C+10001%2C+us
56,NJ,Newark,Movements,Monthly Meetup ( Meet others passionate about permaculture and share projects).,The New York Permaculture Meetup,6,40.7245,-74.1725,282011,https://www.meetup.com/nycpermaculture/events/275771409,NY,New York,1095 Sixth Ave ,https://www.google.com/maps/search/?api=1&query=1095+Sixth+Ave+%2C+New+York%2C+NY%2C+10018%2C+us
57,NJ,Newark,Movements,An-Cap After Work,New York Anarcho-Capitalist Meetup,1,40.7245,-74.1725,282011,https://www.meetup.com/nycancap/events/275897559,NY,New York,10 West 33rd Street,https://www.google.com/maps/search/?api=1&query=10+West+33rd+Street%2C+New+York%2C+NY%2C+us
58,NJ,Newark,Movements,The Original Drinking Liberally Weekly Thursday Meetup,Drinking Liberally Downtown Brooklyn and NYC,1,40.7245,-74.1725,282011,https://www.meetup.com/Drinking-Liberally-Downtown-Brooklyn/events/275918383,NY,New York,627 9th Ave,https://www.google.com/maps/search/?api=1&query=Rudy%27s+Bar+%26+Grill%2C+627+9th+Ave%2C+New+York%2C+NY%2C+10036%2C+us&query_place_id=ChIJOxerSlJYwokRPmpdLA4CpWI
59,NJ,Newark,Movements,Weekly Thursday Meetup,The Original Drinking Liberally NYC,1,40.7245,-74.1725,282011,https://www.meetup.com/drinkingliberallynyc/events/275918400,NY,New York,627 9th Avenue,https://www.google.com/maps/search/?api=1&query=40.760040%2C-73.991821
60,NJ,Newark,Movements,thelovemaze.com Singles Wine and Love Sunday @ Brookfield Place,Singles by Neighborhood-,1,40.7245,-74.1725,282011,https://www.meetup.com/Singles-by-Neighborhood/events/275830612,NY,New York,230 Vesey St,https://www.google.com/maps/search/?api=1&query=40.712715%2C-74.015280
61,NJ,Newark,Movements,MONTHLY NOnprofit and volunteering networking,NYC Non-Profit Meetup Club (NYCNP),1,40.7245,-74.1725,282011,https://www.meetup.com/NYCNonprofit/events/275895490,NY,New York,321 W 44th St #103,https://www.google.com/maps/search/?api=1&query=40.759132%2C-73.989899
63,NJ,Newark,LGBTQ,LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,40.7245,-74.1725,282011,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/?api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us
64,NJ,Newark,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,40.7245,-74.1725,282011,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/?api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us
65,NJ,Newark,LGBTQ,"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,40.7245,-74.1725,282011,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/?api=1&query=40.734240%2C-73.999084
66,NJ,Newark,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,40.7245,-74.1725,282011,https://www.meetup.com/Oddball-Cinema/events/275407602,NY,New York,433 E 6th St,https://www.google.com/maps/search/?api=1&query=40.725964%2C-73.984620
67,NJ,Newark,Hobbies & Crafts,Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,40.7245,-74.1725,282011,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,NJ,Union,1023 Stuyvesant Ave,https://www.google.com/maps/search/?api=1&query=40.696686%2C-74.268845
68,NJ,Jersey City,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,40.7161,-74.0682,262075,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462
69,NJ,Jersey City,Family,My Gym Little Bundles Classes,JCFamilies,1,40.7161,-74.0682,262075,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo
70,NJ,Jersey City,Family,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.7161,-74.0682,262075,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
71,NJ,Jersey City,Family,Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,40.7161,-74.0682,262075,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
74,NJ,Jersey City,Learning,Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,40.7161,-74.0682,262075,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,NY,New York,10 Columbus Cir,https://www.google.com/maps/search/?api=1&query=The+Shops+at+Columbus+Circle%2C+10+Columbus+Cir%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJp3PsL_ZYwokRdBcE-3KTjrg
75,NJ,Jersey City,Learning,Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,40.7161,-74.0682,262075,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,NY,New York,675 3rd Ave,https://www.google.com/maps/search/?api=1&query=Meet+in+Place+Midtown%2C+675+3rd+Ave%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJaerUsvlZwokRchP3UwiPvAA
76,NJ,Jersey City,Learning,Jolly January,Humorous Toastmasters,3,40.7161,-74.0682,262075,https://www.meetup.com/Toastmasters-New-York/events/275917096,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us
77,NJ,Jersey City,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,40.7161,-74.0682,262075,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237
78,NJ,Jersey City,Learning,ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US?,Cafe Philo New York,2,40.7161,-74.0682,262075,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,NY,New York,10 South William St,https://www.google.com/maps/search/?api=1&query=40.704727%2C-74.010640
79,NJ,Jersey City,Learning,Toastmasters Meeting,Bay Ridge Toastmasters,1,40.7161,-74.0682,262075,https://www.meetup.com/Bay-Ridge-Toastmasters/events/275896680,NY,New York,800 Poly Place,https://www.google.com/maps/search/?api=1&query=800+Poly+Place%2C+New+York%2C+NY%2C+11209%2C+us
80,NJ,Jersey City,Photography,Photography thru The Museum of Modern Art,Michael Downey Photography,3,40.7161,-74.0682,262075,https://www.meetup.com/MAD-Photo-Excursions/events/275653633,NY,New York,11 W 53rd St,https://www.google.com/maps/search/?api=1&query=40.761433%2C-73.977620
81,NJ,Jersey City,Photography,"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,40.7161,-74.0682,262075,https://www.meetup.com/photography-classes-nyc/events/274851102,NY,New York,51 W 14th St #3r,https://www.google.com/maps/search/?api=1&query=40.737290%2C-73.995834
82,NJ,Jersey City,LGBTQ,Brunch @Blvd Bistro,KINGZ,5,40.7161,-74.0682,262075,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,NY,New York ,2149 Frederick Douglass Blvd,https://www.google.com/maps/search/?api=1&query=2149+Frederick+Douglass+Blvd%2C+New+York+%2C+NY%2C+10026%2C+us
83,NJ,Jersey City,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,40.7161,-74.0682,262075,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/?api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us
84,NJ,Jersey City,LGBTQ,"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,40.7161,-74.0682,262075,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/?api=1&query=40.734240%2C-73.999084
86,NJ,Jersey City,LGBTQ,"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,40.7161,-74.0682,262075,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,NY,New York,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/?api=1&query=40.767810%2C-73.962010
87,NJ,Jersey City,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,40.7161,-74.0682,262075,https://www.meetup.com/Oddball-Cinema/events/275407602,NY,New York,433 E 6th St,https://www.google.com/maps/search/?api=1&query=40.725964%2C-73.984620
88,NJ,Jersey City,Sci-Fi & Games,Sunday Funday Magic the Gathering in Brooklyn,I'd Tap That - NYC Chapter (Casual Magic the Gathering),1,40.7161,-74.0682,262075,https://www.meetup.com/Id-Tap-That-Brooklyn-Chapter-Casual-Magic-the-Gathering/events/275830540,NY,Brooklyn,247 Varet Street,https://www.google.com/maps/search/?api=1&query=247+Varet+Street%2C+Brooklyn%2C+NY%2C+us
89,NJ,Jersey City,Sci-Fi & Games,Tabletop Game Night,Brooklyn Strategist Evening Events Meetup,2,40.7161,-74.0682,262075,https://www.meetup.com/Brooklyn-Strategist-Evening-Events-Games-Meetup/events/275799502,NY,Brooklyn,333 Court Street,https://www.google.com/maps/search/?api=1&query=40.682762%2C-73.995544
90,NJ,Jersey City,Sci-Fi & Games,Thursday Gaming!,NYC VTES,1,40.7161,-74.0682,262075,https://www.meetup.com/nyc-vtes/events/275919850,NY,New York,115 W 45th St,https://www.google.com/maps/search/?api=1&query=115+W+45th+St%2C+New+York%2C+NY%2C+10036%2C+us
92,NJ,Jersey City,Sci-Fi & Games,Weekly at Helix,"NYC/NJ ANIME, SONICBOXX GAMING, COSPLAY, KARAOKE EVENTS,",1,40.7161,-74.0682,262075,https://www.meetup.com/Sonicboxx/events/275832966,NJ,North Bergen,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/?api=1&query=40.776371%2C-74.033180
94,NJ,Jersey City,Sci-Fi & Games,NLH poker game 1/3,NY NL Holdem game,1,40.7161,-74.0682,262075,https://www.meetup.com/NYC-Home-Holdem-game/events/275899187,NY,Manhattan,Manhattan,https://www.google.com/maps/search/?api=1&query=Manhattan%2C+Manhattan%2C+NY%2C+10036%2C+us
96,NJ,Jersey City,Sci-Fi & Games,Fundraiser for Cosplay Workshop EVENTS,Crystal Manga Cafe,1,40.7161,-74.0682,262075,https://www.meetup.com/Crystal-Manga-Cafe/events/275896949,NY,TBA,TBA,https://www.google.com/maps/search/?api=1&query=TBA%2C+TBA%2C+NY%2C+us
97,NJ,Jersey City,Sci-Fi & Games,Gotham Go Group - Tuesdays at the Hungarian,NY Mostly Go Club,1,40.7161,-74.0682,262075,https://www.meetup.com/mostlygo/events/275872846,NY,New York,Amsterdam Ave. between 110 - 111th Streets,https://www.google.com/maps/search/?api=1&query=40.800430%2C-73.965714
98,NJ,Jersey City,Sci-Fi & Games,D&D 5E - Adventurers League,The NYC Dungeons & Dragons Meetup Group,1,40.7161,-74.0682,262075,https://www.meetup.com/NYC-DND/events/269487570,NY,New York,11 East 33rd Street,https://www.google.com/maps/search/?api=1&query=11+East+33rd+Street%2C+New+York%2C+NY%2C+10016%2C+us
99,NJ,Jersey City,Sci-Fi & Games,Tuesday Night Settlers of Catan,NYC Settlers of Catan Meetup Group,1,40.7161,-74.0682,262075,https://www.meetup.com/SettlersNYC/events/275873896,NY,New York,"1551 3rd Avenue, New York, NY 10128",https://www.google.com/maps/search/?api=1&query=40.779690%2C-73.952911
100,NJ,Jersey City,Sci-Fi & Games,$2-5 NL Holdem (with potential for late night PLO),Williamsburg Poker Club - Brooklyn's Best Low Stakes Game!,1,40.7161,-74.0682,262075,https://www.meetup.com/Williamsburg-Poker-Club-The-Best-and-Most-Fun-Poker-Game/events/275855766,NY,Brooklyn,Email or text,https://www.google.com/maps/search/?api=1&query=Email+or+text%2C+Brooklyn%2C+NY%2C+11206%2C+us
101,NJ,Jersey City,Sci-Fi & Games,"Free Poker Monday at City Lounge in Lyndhurst, NJ - monthly prizes & more!",WorldFreePoker.com,1,40.7161,-74.0682,262075,https://www.meetup.com/worldfreepoker/events/275854187,NJ,Lyndhurst,455 Valley Brook Ave,https://www.google.com/maps/search/?api=1&query=City+Lounge%2C+455+Valley+Brook+Ave%2C+Lyndhurst%2C+NJ%2C+07071%2C+us&query_place_id=ChIJ3Ro4kwBWwokRZj3tub1WHU8
102,NJ,Jersey City,Sci-Fi & Games,1/3NLHOLDEM MONDAY NIGHT GAME  730PM ,5050 pokerclub,1,40.7161,-74.0682,262075,https://www.meetup.com/5050-pokerclub/events/275856046,NY,Brooklyn,Address to be given via text,https://www.google.com/maps/search/?api=1&query=Address+to+be+given+via+text%2C+Brooklyn%2C+NY%2C+us
103,NJ,Jersey City,Sci-Fi & Games,$75 Rebuy tournament,Queens Poker Donkey club,1,40.7161,-74.0682,262075,https://www.meetup.com/Queens-Donkey-club/events/275919648,NY,New York,1234,https://www.google.com/maps/search/?api=1&query=1234%2C+New+York%2C+NY%2C+us
104,NJ,Jersey City,Sci-Fi & Games,Tekken Taco Tuesday! (Tekken 7 Tournaments) ,Coexist Gaming,1,40.7161,-74.0682,262075,https://www.meetup.com/Coexist-Gaming/events/275873599,NY,Brooklyn ,591 Central Ave Unit 1,https://www.google.com/maps/search/?api=1&query=40.689180%2C-73.909090
105,NJ,Jersey City,Sci-Fi & Games,Sports Sunday,Team1upem Arcade Parties,1,40.7161,-74.0682,262075,https://www.meetup.com/Team1upem-Arcade-Parties/events/275830433,NY,Brooklyn ,591 Central Ave Unit 1,https://www.google.com/maps/search/?api=1&query=40.689180%2C-73.909090
106,NJ,Jersey City,Sci-Fi & Games,Open Gaming + Dev Days,"Today, After Work (Board Games)",0,40.7161,-74.0682,262075,https://www.meetup.com/After-Work-Board-Games/events/275919346,NY,New York,119 Chambers St,https://www.google.com/maps/search/?api=1&query=40.715412%2C-74.008430
107,NJ,Jersey City,Arts,BYOB PAINT NIGHT ,Art Parties and Art Therapy,1,40.7161,-74.0682,262075,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,NJ,Fairview,394 Walker St,https://www.google.com/maps/search/?api=1&query=40.817436%2C-73.996670
108,NJ,Jersey City,Arts,Sip and Paint Valentines Day Pet Portrait Fun Party at Barking Dog,New York Pets and Fun Paint Party Meetup,1,40.7161,-74.0682,262075,https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=Barking+Dog%2C+1678+3rd+Ave%2C+New+York%2C+NY%2C+10128%2C+us&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU
109,NJ,Jersey City,Arts,Painting self love,Brooklyn painting club,5,40.7161,-74.0682,262075,https://www.meetup.com/Brooklyn-painting-club/events/275798870,NY,Brooklyn,Prospect Park,https://www.google.com/maps/search/?api=1&query=Prospect+Park%2C+Brooklyn%2C+NY%2C+11215%2C+us
110,NJ,Jersey City,Arts,FREE- OPEN STAGE - The Original NYC Talent show,The Original NYC Talent Show,3,40.7161,-74.0682,262075,https://www.meetup.com/The-Original-NYC-Talent-Show/events/275837731,NY,Queens,10-93 Jackson Ave,https://www.google.com/maps/search/?api=1&query=40.743229%2C-73.951668
112,NJ,Jersey City,Arts,ART-FULL MEMBERS ONLY: February Brunch & Culture Outing: The Whitney Museum,Women of Culture NYC,3,40.7161,-74.0682,262075,https://www.meetup.com/WomenofcultureNYC/events/275880021,NY,New York,765 Washington St,https://www.google.com/maps/search/?api=1&query=Entwine%2C+765+Washington+St%2C+New+York%2C+NY%2C+10014%2C+us&query_place_id=ChIJ-97gwepZwokR9g3gqA5kl7s
113,NJ,Jersey City,Arts,Mind Your Manners Secret Speakeasy Sun Jan 24th 2021 7pm,NY Steampunk - Artists & Enthusiasts,1,40.7161,-74.0682,262075,https://www.meetup.com/steampunk/events/275520135,NE,New York,"177 Prince St, New York, NY 10012",https://www.google.com/maps/search/?api=1&query=177+Prince+St%2C+New+York%2C+NY+10012%2C+New+York%2C+Ne%2C+10012%2C+us
114,NJ,Jersey City,Arts,Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,40.7161,-74.0682,262075,https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/?api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us
115,NJ,Jersey City,Arts,First Mondays Life Drawing Session,Old Stone House Drawing Studio,1,40.7161,-74.0682,262075,https://www.meetup.com/http-theoldstonehouse-org-events/events/274933995,NE,Brooklyn,"Old Stone House, 336 3rd St, Brooklyn, NY 11215",https://www.google.com/maps/search/?api=1&query=40.672997%2C-73.984619
117,NJ,Jersey City,Book Clubs,A Discussion of “Sense & Sensibility” by Jane Austen ,Jane Austen Book Club NYC,10,40.7161,-74.0682,262075,https://www.meetup.com/jane-austen-book-club-nyc/events/275546658,NY,New York ,1085 5th Avenue ,https://www.google.com/maps/search/?api=1&query=1085+5th+Avenue+%2C+New+York+%2C+NY%2C+10128%2C+us
119,NJ,Jersey City,Book Clubs,Sanskrit Vocab 101 for Kundalini meditation yoga ayurveda by Joshi ,Kundalini Chakra Mindful Meditation Yoga Ayurveda Bookclub,1,40.7161,-74.0682,262075,https://www.meetup.com/New-York-Meditation-Yoga-Kundalini-Meetup-Group-by-Joshi/events/275836399,NY,New York,270 Greenwich Street Cafe Level,https://www.google.com/maps/search/?api=1&query=270+Greenwich+Street%2C+New+York%2C+NY%2C+10007%2C+us
120,NJ,Jersey City,Book Clubs,BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,40.7161,-74.0682,262075,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809254,NY,Brooklyn,273 13th Street,https://www.google.com/maps/search/?api=1&query=40.666683%2C-73.987846
121,NJ,Jersey City,Pets,Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,40.7161,-74.0682,262075,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.784103%2C-73.950455
122,NJ,Jersey City,Pets,New York City Basenji Gathering - 24 January 2021,New York City Basenji Meetup,5,40.7161,-74.0682,262075,https://www.meetup.com/basenji-nyc/events/275923078,NY,10012,Sullivan St & Washington Square S,https://www.google.com/maps/search/?api=1&query=40.730667%2C-73.998860
123,NJ,Jersey City,Pets,Weekday Mutt Meetup,Harlem Meer Mutts Club,3,40.7161,-74.0682,262075,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275842205,NY,New York,Central Park,https://www.google.com/maps/search/?api=1&query=Central+Park%2C+New+York%2C+NY%2C+us
126,NJ,Paterson,Outdoors & Adventure,SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,40.9147,-74.1624,145233,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872900%2C-74.089140
127,NJ,Paterson,Outdoors & Adventure,Nitrox Diver Course,NJ Warren Scuba Group,1,40.9147,-74.1624,145233,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872580%2C-74.089320
128,NJ,Paterson,Outdoors & Adventure,Eagle Rock Reservation bring a newbie beginner 4-5 miles,Trail Shrinks,32,40.9147,-74.1624,145233,https://www.meetup.com/trailshrinks/events/275798719,NJ,West Orange,Crest Dr,https://www.google.com/maps/search/?api=1&query=40.810840%2C-74.234490
