Unnamed: 0,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link,city_event_lat,city_event_lng
90,NJ,Jersey City,Sci-Fi & Games,Thursday Gaming!,NYC VTES,1,40.7161,-74.0682,262075,https://www.meetup.com/nyc-vtes/events/275919850,NY,New York,115 W 45th St,https://www.google.com/maps/search/?api=1&query=115+W+45th+St%2C+New+York%2C+NY%2C+10036%2C+us,40.7127281,-74.0060152
92,NJ,Jersey City,Sci-Fi & Games,Weekly at Helix,"NYC/NJ ANIME, SONICBOXX GAMING, COSPLAY, KARAOKE EVENTS,",1,40.7161,-74.0682,262075,https://www.meetup.com/Sonicboxx/events/275832966,NJ,North Bergen,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/?api=1&query=40.776371%2C-74.033180,40.8042674,-74.012084
94,NJ,Jersey City,Sci-Fi & Games,NLH poker game 1/3,NY NL Holdem game,1,40.7161,-74.0682,262075,https://www.meetup.com/NYC-Home-Holdem-game/events/275899187,NY,Manhattan,Manhattan,https://www.google.com/maps/search/?api=1&query=Manhattan%2C+Manhattan%2C+NY%2C+10036%2C+us,40.7896239,-73.9598939
96,NJ,Jersey City,Sci-Fi & Games,Fundraiser for Cosplay Workshop EVENTS,Crystal Manga Cafe,1,40.7161,-74.0682,262075,https://www.meetup.com/Crystal-Manga-Cafe/events/275896949,NY,TBA,TBA,https://www.google.com/maps/search/?api=1&query=TBA%2C+TBA%2C+NY%2C+us,40.7111986,-73.9663773
97,NJ,Jersey City,Sci-Fi & Games,Gotham Go Group - Tuesdays at the Hungarian,NY Mostly Go Club,1,40.7161,-74.0682,262075,https://www.meetup.com/mostlygo/events/275872846,NY,New York,Amsterdam Ave. between 110 - 111th Streets,https://www.google.com/maps/search/?api=1&query=40.800430%2C-73.965714,40.7127281,-74.0060152
98,NJ,Jersey City,Sci-Fi & Games,D&D 5E - Adventurers League,The NYC Dungeons & Dragons Meetup Group,1,40.7161,-74.0682,262075,https://www.meetup.com/NYC-DND/events/269487570,NY,New York,11 East 33rd Street,https://www.google.com/maps/search/?api=1&query=11+East+33rd+Street%2C+New+York%2C+NY%2C+10016%2C+us,40.7127281,-74.0060152
99,NJ,Jersey City,Sci-Fi & Games,Tuesday Night Settlers of Catan,NYC Settlers of Catan Meetup Group,1,40.7161,-74.0682,262075,https://www.meetup.com/SettlersNYC/events/275873896,NY,New York,"1551 3rd Avenue, New York, NY 10128",https://www.google.com/maps/search/?api=1&query=40.779690%2C-73.952911,40.7127281,-74.0060152
100,NJ,Jersey City,Sci-Fi & Games,$2-5 NL Holdem (with potential for late night PLO),Williamsburg Poker Club - Brooklyn's Best Low Stakes Game!,1,40.7161,-74.0682,262075,https://www.meetup.com/Williamsburg-Poker-Club-The-Best-and-Most-Fun-Poker-Game/events/275855766,NY,Brooklyn,Email or text,https://www.google.com/maps/search/?api=1&query=Email+or+text%2C+Brooklyn%2C+NY%2C+11206%2C+us,40.6501038,-73.9495823
101,NJ,Jersey City,Sci-Fi & Games,"Free Poker Monday at City Lounge in Lyndhurst, NJ - monthly prizes & more!",WorldFreePoker.com,1,40.7161,-74.0682,262075,https://www.meetup.com/worldfreepoker/events/275854187,NJ,Lyndhurst,455 Valley Brook Ave,https://www.google.com/maps/search/?api=1&query=City+Lounge%2C+455+Valley+Brook+Ave%2C+Lyndhurst%2C+NJ%2C+07071%2C+us&query_place_id=ChIJ3Ro4kwBWwokRZj3tub1WHU8,40.8120247,-74.1242816
102,NJ,Jersey City,Sci-Fi & Games,1/3NLHOLDEM MONDAY NIGHT GAME  730PM ,5050 pokerclub,1,40.7161,-74.0682,262075,https://www.meetup.com/5050-pokerclub/events/275856046,NY,Brooklyn,Address to be given via text,https://www.google.com/maps/search/?api=1&query=Address+to+be+given+via+text%2C+Brooklyn%2C+NY%2C+us,40.6501038,-73.9495823
103,NJ,Jersey City,Sci-Fi & Games,$75 Rebuy tournament,Queens Poker Donkey club,1,40.7161,-74.0682,262075,https://www.meetup.com/Queens-Donkey-club/events/275919648,NY,New York,1234,https://www.google.com/maps/search/?api=1&query=1234%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
104,NJ,Jersey City,Sci-Fi & Games,Tekken Taco Tuesday! (Tekken 7 Tournaments) ,Coexist Gaming,1,40.7161,-74.0682,262075,https://www.meetup.com/Coexist-Gaming/events/275873599,NY,Brooklyn ,591 Central Ave Unit 1,https://www.google.com/maps/search/?api=1&query=40.689180%2C-73.909090,40.6501038,-73.9495823
105,NJ,Jersey City,Sci-Fi & Games,Sports Sunday,Team1upem Arcade Parties,1,40.7161,-74.0682,262075,https://www.meetup.com/Team1upem-Arcade-Parties/events/275830433,NY,Brooklyn ,591 Central Ave Unit 1,https://www.google.com/maps/search/?api=1&query=40.689180%2C-73.909090,40.6501038,-73.9495823
106,NJ,Jersey City,Sci-Fi & Games,Open Gaming + Dev Days,"Today, After Work (Board Games)",0,40.7161,-74.0682,262075,https://www.meetup.com/After-Work-Board-Games/events/275919346,NY,New York,119 Chambers St,https://www.google.com/maps/search/?api=1&query=40.715412%2C-74.008430,40.7127281,-74.0060152
107,NJ,Jersey City,Arts,BYOB PAINT NIGHT ,Art Parties and Art Therapy,1,40.7161,-74.0682,262075,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,NJ,Fairview,394 Walker St,https://www.google.com/maps/search/?api=1&query=40.817436%2C-73.996670,40.8126006,-73.999028
108,NJ,Jersey City,Arts,Sip and Paint Valentines Day Pet Portrait Fun Party at Barking Dog,New York Pets and Fun Paint Party Meetup,1,40.7161,-74.0682,262075,https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=Barking+Dog%2C+1678+3rd+Ave%2C+New+York%2C+NY%2C+10128%2C+us&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU,40.7127281,-74.0060152
109,NJ,Jersey City,Arts,Painting self love,Brooklyn painting club,5,40.7161,-74.0682,262075,https://www.meetup.com/Brooklyn-painting-club/events/275798870,NY,Brooklyn,Prospect Park,https://www.google.com/maps/search/?api=1&query=Prospect+Park%2C+Brooklyn%2C+NY%2C+11215%2C+us,40.6501038,-73.9495823
110,NJ,Jersey City,Arts,FREE- OPEN STAGE - The Original NYC Talent show,The Original NYC Talent Show,3,40.7161,-74.0682,262075,https://www.meetup.com/The-Original-NYC-Talent-Show/events/275837731,NY,Queens,10-93 Jackson Ave,https://www.google.com/maps/search/?api=1&query=40.743229%2C-73.951668,40.7498243,-73.7976337
112,NJ,Jersey City,Arts,ART-FULL MEMBERS ONLY: February Brunch & Culture Outing: The Whitney Museum,Women of Culture NYC,3,40.7161,-74.0682,262075,https://www.meetup.com/WomenofcultureNYC/events/275880021,NY,New York,765 Washington St,https://www.google.com/maps/search/?api=1&query=Entwine%2C+765+Washington+St%2C+New+York%2C+NY%2C+10014%2C+us&query_place_id=ChIJ-97gwepZwokR9g3gqA5kl7s,40.7127281,-74.0060152
113,NJ,Jersey City,Arts,Mind Your Manners Secret Speakeasy Sun Jan 24th 2021 7pm,NY Steampunk - Artists & Enthusiasts,1,40.7161,-74.0682,262075,https://www.meetup.com/steampunk/events/275520135,NE,New York,"177 Prince St, New York, NY 10012",https://www.google.com/maps/search/?api=1&query=177+Prince+St%2C+New+York%2C+NY+10012%2C+New+York%2C+Ne%2C+10012%2C+us,40.7127281,-74.0060152
114,NJ,Jersey City,Arts,Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,40.7161,-74.0682,262075,https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/?api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,40.7281575,-74.0776417
115,NJ,Jersey City,Arts,First Mondays Life Drawing Session,Old Stone House Drawing Studio,1,40.7161,-74.0682,262075,https://www.meetup.com/http-theoldstonehouse-org-events/events/274933995,NE,Brooklyn,"Old Stone House, 336 3rd St, Brooklyn, NY 11215",https://www.google.com/maps/search/?api=1&query=40.672997%2C-73.984619,40.6501038,-73.9495823
117,NJ,Jersey City,Book Clubs,A Discussion of “Sense & Sensibility” by Jane Austen ,Jane Austen Book Club NYC,10,40.7161,-74.0682,262075,https://www.meetup.com/jane-austen-book-club-nyc/events/275546658,NY,New York ,1085 5th Avenue ,https://www.google.com/maps/search/?api=1&query=1085+5th+Avenue+%2C+New+York+%2C+NY%2C+10128%2C+us,40.7127281,-74.0060152
119,NJ,Jersey City,Book Clubs,Sanskrit Vocab 101 for Kundalini meditation yoga ayurveda by Joshi ,Kundalini Chakra Mindful Meditation Yoga Ayurveda Bookclub,1,40.7161,-74.0682,262075,https://www.meetup.com/New-York-Meditation-Yoga-Kundalini-Meetup-Group-by-Joshi/events/275836399,NY,New York,270 Greenwich Street Cafe Level,https://www.google.com/maps/search/?api=1&query=270+Greenwich+Street%2C+New+York%2C+NY%2C+10007%2C+us,40.7127281,-74.0060152
120,NJ,Jersey City,Book Clubs,BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,40.7161,-74.0682,262075,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809254,NY,Brooklyn,273 13th Street,https://www.google.com/maps/search/?api=1&query=40.666683%2C-73.987846,40.6501038,-73.9495823
121,NJ,Jersey City,Pets,Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,40.7161,-74.0682,262075,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.784103%2C-73.950455,40.7127281,-74.0060152
122,NJ,Jersey City,Pets,New York City Basenji Gathering - 24 January 2021,New York City Basenji Meetup,5,40.7161,-74.0682,262075,https://www.meetup.com/basenji-nyc/events/275923078,NY,10012,Sullivan St & Washington Square S,https://www.google.com/maps/search/?api=1&query=40.730667%2C-73.998860,40.7250765,-73.998072
123,NJ,Jersey City,Pets,Weekday Mutt Meetup,Harlem Meer Mutts Club,3,40.7161,-74.0682,262075,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275842205,NY,New York,Central Park,https://www.google.com/maps/search/?api=1&query=Central+Park%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
126,NJ,Paterson,Outdoors & Adventure,SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,40.9147,-74.1624,145233,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872900%2C-74.089140,40.8823215,-74.0831971
127,NJ,Paterson,Outdoors & Adventure,Nitrox Diver Course,NJ Warren Scuba Group,1,40.9147,-74.1624,145233,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872580%2C-74.089320,40.8823215,-74.0831971
128,NJ,Paterson,Outdoors & Adventure,Eagle Rock Reservation bring a newbie beginner 4-5 miles,Trail Shrinks,32,40.9147,-74.1624,145233,https://www.meetup.com/trailshrinks/events/275798719,NJ,West Orange,Crest Dr,https://www.google.com/maps/search/?api=1&query=40.810840%2C-74.234490,40.7987113,-74.2390353
130,NJ,Paterson,Learning,B2B Virtual Networking Event: How to Achieve Future Goals Right Now,Bergen Community College Education and Events,1,40.9147,-74.1624,145233,https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275844257,NJ,Paramus,400 Paramus Rd,https://www.google.com/maps/search/?api=1&query=40.950874%2C-74.088180,40.9452911,-74.0735899
131,NJ,Paterson,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,40.9147,-74.1624,145233,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237,40.8860164,-74.0072568
132,NJ,Paterson,Food & Drink,Let’s meet some wolves ,A little bit of this and a little of that,25,40.9147,-74.1624,145233,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/?api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,40.9262077,-75.0926763
134,NJ,Paterson,Music,"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,40.9147,-74.1624,145233,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275874884,NJ,Caldwell,326 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us,40.8398218,-74.2765366
135,NJ,Paterson,Music,Harmony Celebration Chorus Rehearsal,Harmony Celebration Chorus,1,40.9147,-74.1624,145233,https://www.meetup.com/HarmonyCelebrationChorus/events/275898566,NJ,Ridgewood,475 Grove Street,https://www.google.com/maps/search/?api=1&query=40.968361%2C-74.108078,40.9796683,-74.1194403
136,NJ,Paterson,Movements,Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,40.9147,-74.1624,145233,https://www.meetup.com/dennis-prager-fan-club/events/275773533,NJ,Fairfield,118 US-46,https://www.google.com/maps/search/?api=1&query=40.869053%2C-74.307460,40.2050878,-74.2135004
138,NJ,Paterson,Sci-Fi & Games,Modern Masters:  TBD,The Science Fiction Society of Northern New Jersey,2,40.9147,-74.1624,145233,https://www.meetup.com/science-fiction-society-northern-nj/events/275921294,NJ,Paramus,770 Rt. 17 North,https://www.google.com/maps/search/?api=1&query=770+Rt.+17+North%2C+Paramus%2C+NJ%2C+us,40.9452911,-74.0735899
139,NJ,Paterson,Sci-Fi & Games,Free Live Poker Tuesday - Grande Saloon in Clifton - Free Prizes & More!,WorldFreePoker.com,1,40.9147,-74.1624,145233,https://www.meetup.com/worldfreepoker/events/275876141,NJ,Clifton,940 Van Houten Ave,https://www.google.com/maps/search/?api=1&query=940+Van+Houten+Ave%2C+940+Van+Houten+Ave%2C+Clifton%2C+NJ%2C+07013%2C+us&query_place_id=ChIJOUwzTfv-wokRiGaibliuado,40.8584328,-74.1637553
141,NJ,Paterson,Beliefs,Sunday Worship In-Person Service,Change Makers International Assembly,1,40.9147,-74.1624,145233,https://www.meetup.com/Change-Makers-Assembly/events/275833731,NJ,Garfield,619 Midland Ave,https://www.google.com/maps/search/?api=1&query=40.885551%2C-74.101540,40.8814882,-74.113198
142,NJ,Paterson,Beliefs,Platform: Video Games and Ethics,The Ethical Culture Society of Bergen County,4,40.9147,-74.1624,145233,https://www.meetup.com/EthicalFocus/events/275399427,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888090%2C-74.026240,40.8860164,-74.0072568
143,NJ,Paterson,Beliefs,Sunday Spiritualist Service,Inner Spiritual Center Meetup,1,40.9147,-74.1624,145233,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/275826050,NJ,Fairfield,333A Route 46 West Suite 255,https://www.google.com/maps/search/?api=1&query=333A+Route+46+West%2C+Fairfield%2C+nj%2C+07004%2C+us,40.2050878,-74.2135004
146,NJ,Paterson,Career & Business,Career Transition - Finding the Next Career!,Financial Freedom and Careers to Create Wealth,1,40.9147,-74.1624,145233,https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275897141,NJ,Fairfield,55 Lane Rd,https://www.google.com/maps/search/?api=1&query=40.894669%2C-74.277260,40.2050878,-74.2135004
147,NJ,Paterson,Career & Business,Looking to Grow via Referrals?,BNI Achieving Advantage,1,40.9147,-74.1624,145233,https://www.meetup.com/BNI-Achieving-Advantage/events/275884153,NJ,Hackensack,515 Essex St,https://www.google.com/maps/search/?api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M,40.8871438,-74.0410865
148,NJ,Paterson,Career & Business,skunkworks v2,"Fair Lawn - Fun, Networking, Startup, & Education",1,40.9147,-74.1624,145233,https://www.meetup.com/Fair-Lawn-Fun-Networking-Startup-Education/events/275844673,NJ,Fair Lawn,25 Promenade Blvd,https://www.google.com/maps/search/?api=1&query=25+Promenade+Blvd%2C+Fair+Lawn%2C+nj%2C+07410%2C+us,40.9397796,-74.1312504
149,NJ,Paterson,Career & Business,Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,1,40.9147,-74.1624,145233,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275884662,NJ,Maywood,92 West Pleasant Avenue,https://www.google.com/maps/search/?api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us,40.902599,-74.0618074
150,NJ,Paterson,Career & Business,NJ: 100% Financing & How to make Big Money with Fix & Flips,New Jersey Real Estate Investors Association (REIA),1,40.9147,-74.1624,145233,https://www.meetup.com/New-Jersey-Real-Estate-Investors-Association/events/275915892,NJ,Hasbrouck Heights,650 Terrace Ave,https://www.google.com/maps/search/?api=1&query=40.871487%2C-74.062010,40.8579293,-74.0816693
151,NJ,Elizabeth,Family,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.6657,-74.1912,129216,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353
152,NJ,Elizabeth,Family,My Gym Little Bundles Classes,JCFamilies,1,40.6657,-74.1912,129216,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo,40.7281575,-74.0776417
153,NJ,Elizabeth,Family,Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,40.6657,-74.1912,129216,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353
154,NJ,Elizabeth,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,40.6657,-74.1912,129216,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823
157,NJ,Elizabeth,LGBTQ,Pride Bowling Night,Staten Island LGBTQ Pride Bowling Meetup,1,40.6657,-74.1912,129216,https://www.meetup.com/Staten-Island-LGBTQ-Pride-Bowling-Meetup/events/275337667,NY,Staten Island,1600 Hylan Boulevard,https://www.google.com/maps/search/?api=1&query=1600+Hylan+Boulevard%2C+Staten+Island%2C+NY%2C+us,40.5834557,-74.1496048
158,NJ,Elizabeth,LGBTQ,LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,40.6657,-74.1912,129216,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/?api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.7312123,-74.2734808
159,NJ,Elizabeth,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,40.6657,-74.1912,129216,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/?api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
160,NJ,Elizabeth,Dance,FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,40.6657,-74.1912,129216,https://www.meetup.com/jerseycityballroom/events/275920985,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/?api=1&query=40.726357%2C-74.050415,40.7281575,-74.0776417
162,NJ,Elizabeth,Hobbies & Crafts,Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,40.6657,-74.1912,129216,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,NJ,Union,1023 Stuyvesant Ave,https://www.google.com/maps/search/?api=1&query=40.696686%2C-74.268845,40.6976019,-74.2632024
163,NJ,Elizabeth,Social,"[ONLINE] This week only, starts 11 am: Presidential transition; Union@Google.com",Current Events Coffee - NYC,16,40.6657,-74.1912,129216,https://www.meetup.com/Current-Events-Coffee/events/275393093,NY,New York,Internet,https://www.google.com/maps/search/?api=1&query=40.699646%2C-74.041466,40.7127281,-74.0060152
